package name,file,class,type,cbo,rfc,lcc,publicMethodsQty,privateMethodsQty,abstractMethodsQty,comparisonsQty,parenthesizedExpsQty,maxNestedBlocksQty,publicFieldsQty,uniqueWordsQty,modifiers,loc,dit,lcom,fanin,is_FC
org.jext.dawn.array,F:\detectionresult\project\jext-main\lib\org\jext\dawn\array\SetElementAtFunction.java,org.jext.dawn.array.SetElementAtFunction,class,22,37,0,18,0,18,0,0,5,0,245,9,147,0,-1,0,1
org.jext.dawn.err,F:\detectionresult\project\jext-main\lib\org\jext\dawn\err\TryCatchFunction.java,org.jext.dawn.err.TryCatchFunction,class,15,17,0,8,0,8,3,0,8,0,89,4,121,0,-1,3,0
org.jext.dawn.io,F:\detectionresult\project\jext-main\lib\org\jext\dawn\io\WriteLineFunction.java,org.jext.dawn.io.WriteLineFunction,class,41,65,0,38,0,38,9,6,7,1,433,15,359,0,-0.913333333,10,1
org.jext.dawn.javaccess,F:\detectionresult\project\jext-main\lib\org\jext\dawn\javaccess\NullFunction.java,org.jext.dawn.javaccess.NullFunction,class,21,69,0,14,2,14,35,51,22,1,247,7,275,0,-1,2,1
org.jext.dawn.loop,F:\detectionresult\project\jext-main\lib\org\jext\dawn\loop\WhileFunction.java,org.jext.dawn.loop.WhileFunction,class,12,39,0,6,0,6,5,0,20,0,113,3,242,0,-1,0,0
org.jext.dawn.math,F:\detectionresult\project\jext-main\lib\org\jext\dawn\math\TimesFunction.java,org.jext.dawn.math.TimesFunction,class,42,63,0,42,0,42,0,3,8,0,356,21,292,0,-1,0,1
org.jext.dawn.naming,F:\detectionresult\project\jext-main\lib\org\jext\dawn\naming\ToLiteralFunction.java,org.jext.dawn.naming.ToLiteralFunction,class,12,28,0,8,0,8,0,0,14,0,107,4,126,0,-1,0,0
org.jext.dawn.stack,F:\detectionresult\project\jext-main\lib\org\jext\dawn\stack\UnrotFunction.java,org.jext.dawn.stack.UnrotFunction,class,34,79,0,36,0,36,4,1,11,0,343,18,275,0,-1,0,1
org.jext.dawn.string,F:\detectionresult\project\jext-main\lib\org\jext\dawn\string\UpperCaseFunction.java,org.jext.dawn.string.UpperCaseFunction,class,42,91,0,40,0,40,2,0,8,0,441,20,292,0,-1,0,1
org.jext.dawn.test,F:\detectionresult\project\jext-main\lib\org\jext\dawn\test\XorFunction.java,org.jext.dawn.test.XorFunction,class,42,53,0,40,0,40,6,10,7,0,358,20,355,0,-1,0,1
org.jext.dawn.util,F:\detectionresult\project\jext-main\lib\org\jext\dawn\util\WaitFunction.java,org.jext.dawn.util.WaitFunction,class,37,65,0,30,0,30,2,4,6,1,295,15,230,0,-1,2,1
org.jext.event,F:\detectionresult\project\jext-main\lib\org\jext\event\JextListener.java,org.jext.event.JextListener,interface,3,1,1,6,0,6,0,0,0,16,170,2,127,0,-0.5,10,0
org.jext.gui,F:\detectionresult\project\jext-main\lib\org\jext\gui\VoidComponent.java,org.jext.gui.VoidComponent,class,78,345,0.2604708,204,16,215,54,20,37,22,1625,1077,1807,7,-0.138843208,44,1
org.jext.menus,F:\detectionresult\project\jext-main\lib\org\jext\menus\TemplatesMenu.java,org.jext.menus.TemplatesMenu,class,14,48,0.866666667,11,1,11,17,3,7,0,161,3,235,0,0.111111111,1,0
org.jext.misc,F:\detectionresult\project\jext-main\lib\org\jext\misc\ZipExplorer.java,org.jext.misc.ZipExplorer$ZipTableModel,innerclass,181,873,0.601066783,179,45,215,193,64,98,49,2746,1077,4153,8,-0.304269115,78,1
org.jext.oneclick,F:\detectionresult\project\jext-main\lib\org\jext\oneclick\OneAutoIndent.java,org.jext.oneclick.OneAutoIndent,class,4,3,0,2,0,2,0,0,0,0,14,1,9,0,-1,0,0
org.jext.options,F:\detectionresult\project\jext-main\lib\org\jext\options\UIOptions.java,org.jext.options.UIOptions$SkinItem,innerclass,132,497,0.507182941,115,19,128,56,46,42,4,1428,86,2419,0,-0.070382137,43,0
org.jext.print,F:\detectionresult\project\jext-main\lib\org\jext\print\PrintText.java,org.jext.print.PrintText$Page,innerclass,11,102,0.725,21,5,34,16,22,9,0,348,11,611,0,0.15,3,1
org.jext.project,F:\detectionresult\project\jext-main\lib\org\jext\project\ProjectManager.java,org.jext.project.ProjectManager,interface,39,94,0.435185186,58,2,63,11,24,13,12,575,2059,720,7,-0.271497585,18,0
org.jext.protocol.jextresource,F:\detectionresult\project\jext-main\lib\org\jext\protocol\jextresource\PluginResURLConnection.java,org.jext.protocol.jextresource.PluginResURLConnection,class,2,13,0.16666667,5,0,5,2,0,6,0,40,2,38,0,-0.125,1,0
org.jext.scripting,F:\detectionresult\project\jext-main\lib\org\jext\scripting\Logger.java,org.jext.scripting.Logger,interface,8,18,0.04761905,8,0,14,1,0,1,0,95,1026,80,1,-0.515151515,2,0
org.jext.scripting.dawn,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\Run.java,org.jext.scripting.dawn.Run$ThreadExecuter,innerclass,15,48,0.333333333,7,1,8,3,1,9,0,106,26,151,0,0.222222222,10,0
org.jext.scripting.dawn.functions,F:\detectionresult\project\jext-main\lib\org\jext\scripting\dawn\functions\YesNoFunction.java,org.jext.scripting.dawn.functions.YesNoFunction,class,56,78,0.0625,31,0,32,5,1,3,0,327,15,248,0,-13.25,1,1
org.jext.scripting.python,F:\detectionresult\project\jext-main\lib\org\jext\scripting\python\Run.java,org.jext.scripting.python.Run,class,18,66,0.017857144,11,3,11,16,1,12,2,217,18,270,0,-0.222222222,12,0
org.jext.search,F:\detectionresult\project\jext-main\lib\org\jext\search\SearchResult.java,org.jext.search.SearchResult,class,61,273,0.694049941,48,21,50,80,24,34,6,734,9,1162,2,-0.30952381,15,0
org.jext.textarea,F:\detectionresult\project\jext-main\lib\org\jext\textarea\ScrollUp.java,org.jext.textarea.ScrollUp,class,21,96,0.111111111,18,0,18,13,14,16,5,207,137,240,0,-0.888888889,0,1
org.jext.toolbar,F:\detectionresult\project\jext-main\lib\org\jext\toolbar\JextToolBar.java,org.jext.toolbar.JextToolBar,class,15,62,0.3936508,15,2,16,8,5,7,1,154,3,185,0,0.291666667,3,0
org.jext.xinsert,F:\detectionresult\project\jext-main\lib\org\jext\xinsert\XTreeObject.java,org.jext.xinsert.XTreeObject,class,21,119,0.667301594,33,6,34,28,5,15,5,283,4,498,0,-0.121804511,8,0
org.jext.xml,F:\detectionresult\project\jext-main\lib\org\jext\xml\XPropertiesReader.java,org.jext.xml.XPropertiesReader,class,50,167,0.25912699,4.142857143,0.071428571,4.142857143,2.571428571,0.071428571,2.714285714,0,37.78571429,1,46.21428571,0,-0.261989796,1.285714286,1
org.jhotdraw.applet,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\applet\DrawApplet.java,org.jhotdraw.applet.DrawApplet,class,35,77,0.024621213,14,8,33,10,0,1,3,249,1,428,0,0.113636364,0,0
org.jhotdraw.application,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\application\DrawApplication.java,org.jhotdraw.application.DrawApplication,class,49,163,0.007836991,32,2,88,25,3,3,8,459,1,907,0,0.057142857,4,0
org.jhotdraw.contrib,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\WindowMenu.java,org.jhotdraw.contrib.WindowMenu$ChildMenuItem,innerclass,337,905,0.139524664,384,22,490,121,114,67,12,4052,1106,5245,8,-0.182203236,75,1
org.jhotdraw.contrib.dnd,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\dnd\JHDDropTargetListener.java,org.jhotdraw.contrib.dnd.JHDDropTargetListener$AddUndoActivity,innerclass,63,181,0.312233448,42,5,77,40,6,19,2,786,1049,907,0,0.055715045,21,0
org.jhotdraw.contrib.html,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\html\URLContentProducer.java,org.jhotdraw.contrib.html.URLContentProducer,class,122,274,0.01146938,180,0,217,53,36,23,21,2804,2082,2413,42,-0.517140398,38,0
org.jhotdraw.contrib.zoom,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\contrib\zoom\ZoomUpdateStrategy.java,org.jhotdraw.contrib.zoom.ZoomUpdateStrategy,class,48,168,0.437420179,98,11,106,22,166,10,0,721,1035,880,1,-0.081910569,5,1
org.jhotdraw.figures,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\figures\UngroupCommand.java,org.jhotdraw.figures.UngroupCommand$UndoActivity,innerclass,373,788,0.123440047,339,23,411,111,78,56,29,2804,2178,4076,16,0.193812004,57,0
org.jhotdraw.framework,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\framework\ViewChangeListener.java,org.jhotdraw.framework.ViewChangeListener,interface,68,16,-0.00289855,253,4,256,10,10,2,35,1979,26,1349,4,-0.724358974,136,1
org.jhotdraw.samples.javadraw,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\javadraw\URLTool.java,org.jhotdraw.samples.javadraw.URLTool,class,120,131,0.369148354,4.8,0.7,6.6,2,2.1,1.5,0.5,53,0.9,65.3,0,0.195595238,1,1
org.jhotdraw.samples.mini,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\mini\ConnectingFiguresSample.java,org.jhotdraw.samples.mini.ConnectingFiguresSample,class,0,1,NaN,1,0,1,0,0,0,0,26,1,37,0,-1,0,0
org.jhotdraw.samples.minimap,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\minimap\MiniMapDesktop.java,org.jhotdraw.samples.minimap.MiniMapDesktop,class,10,9,0,1,0,4,0,0,0,0,45,2,34,0,0,2,0
org.jhotdraw.samples.net,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\net\NodeFigure.java,org.jhotdraw.samples.net.NodeFigure,class,24,41,0.017857144,10,6,11,1,1,2,1,120,2,133,0,-0.392857143,2,0
org.jhotdraw.samples.nothing,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\nothing\NothingApplet.java,org.jhotdraw.samples.nothing.NothingApplet,class,27,7,0,2,0,4,0,0,0,0,97,2,56,0,-2,1,0
org.jhotdraw.samples.offsetConnectors,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\offsetConnectors\NodeFigure.java,org.jhotdraw.samples.offsetConnectors.NodeFigure,class,35,55,0.011904763,14,8,16,1,1,2,3,132,4,160,0,0.163461538,4,0
org.jhotdraw.samples.pert,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\samples\pert\PertFigureCreationTool.java,org.jhotdraw.samples.pert.PertFigureCreationTool,class,49,83,0.055,32,7,36,6,5,3,5,235,5,323,0,0.21875,9,0
org.jhotdraw.standard,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\standard\ToolButton.java,org.jhotdraw.standard.ToolButton,class,666,1374,0.192786961,666,40,853,226,109,96,37,5789,13579,8037,78,-0.104565463,156,0
org.jhotdraw.util,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\VersionRequester.java,org.jhotdraw.util.VersionRequester,interface,135,552,0.285551658,367,31,406,75,191,57,18,2743,2105,3581,10,-0.14355573,141,1
org.jhotdraw.util.collections.jdk11,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk11\SetWrapper.java,org.jhotdraw.util.collections.jdk11.SetWrapper,class,7,46,0.55318681,67,0,67,2,0,1,0,120,5,237,0,0.008717949,5,0
org.jhotdraw.util.collections.jdk12,F:\detectionresult\project\jhotdraw6-master\src\main\java\org\jhotdraw\util\collections\jdk12\CollectionsFactoryJDK12.java,org.jhotdraw.util.collections.jdk12.CollectionsFactoryJDK12,class,1,0,0,8,0,8,0,0,0,0,17,1,29,0,-1,0,0
org.junit,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\TestCouldNotBeSkippedException.java,org.junit.TestCouldNotBeSkippedException,class,29,92,0.142857143,81,18,83,25,2,7,8,665,25,1034,0,-0.125,24,1
org.junit.experimental,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\ParallelComputer.java,org.junit.experimental.ParallelComputer,class,6,4,1,4,1,5,0,1,1,0,18,1,43,0,0,1,0
org.junit.experimental.categories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\categories\IncludeCategories.java,org.junit.experimental.categories.IncludeCategories$IncludesAny,class,49,70,0.011363637,20,17,24,13,0,9,1,394,1105,503,4,-0.508035714,6,1
org.junit.experimental.max,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\max\MaxHistory.java,org.junit.experimental.max.MaxHistory$TestComparator,class,26,58,0.119047623,16,10,21,5,0,6,3,295,23,302,0,0.077731092,6,0
org.junit.experimental.results,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\results\ResultMatchers.java,org.junit.experimental.results.ResultMatchers,class,16,11,0.466666667,14,1,14,0,0,2,0,118,2,139,0,-0.571428571,4,0
org.junit.experimental.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\runners\Enclosed.java,org.junit.experimental.runners.Enclosed,class,3,7,NaN,1,1,1,0,0,2,0,52,1,20,0,-1,1,0
org.junit.experimental.theories,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\Theories.java,org.junit.experimental.theories.Theories$TheoryAnchor,class,29,79,0.156031742,20,12,31,16,2,6,2,432,2070,436,0,0.320533769,16,1
org.junit.experimental.theories.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\internal\SpecificDataPointsSupplier.java,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,class,40,118,0.522222228,23,16,31,4,1,12,1,281,14,386,1,-0.147619048,10,1
org.junit.experimental.theories.suppliers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\experimental\theories\suppliers\TestedOnSupplier.java,org.junit.experimental.theories.suppliers.TestedOnSupplier,class,5,4,NaN,1,0,1,0,0,1,0,13,1,15,0,-1,0,0
org.junit.function,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\function\ThrowingRunnable.java,org.junit.function.ThrowingRunnable,interface,0,0,NaN,0,0,1,0,0,0,0,31,1,7,0,-1,2,0
org.junit.internal,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\Throwables.java,org.junit.internal.Throwables,class,28,101,0.175670996,32,21,42,26,4,15,9,616,1068,641,3,-0.200370946,25,1
org.junit.internal.builders,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\builders\SuiteMethodBuilder.java,org.junit.internal.builders.SuiteMethodBuilder,class,37,27,0.154761908,15,1,21,4,0,7,1,221,8,145,0,-0.625,8,0
org.junit.internal.management,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\management\ThreadMXBean.java,org.junit.internal.management.ThreadMXBean,interface,19,15,0,8,2,17,6,0,8,7,270,181,312,4,-0.416666667,19,1
org.junit.internal.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\matchers\TypeSafeMatcher.java,org.junit.internal.matchers.TypeSafeMatcher,class,23,27,0.691666675,12,3,20,3,0,3,0,156,1028,115,2,0.171428572,5,0
org.junit.internal.requests,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\requests\SortingRequest.java,org.junit.internal.requests.SortingRequest,class,27,15,0.666666668,9,0,13,3,0,6,0,108,1048,122,2,-0.2,3,1
org.junit.internal.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\TestMethod.java,org.junit.internal.runners.TestMethod,class,89,183,0.278740667,49,24,72,19,3,22,2,564,36,804,1,-0.05109127,15,1
org.junit.internal.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\model\ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,class,8,12,0.5,10,1,11,0,0,2,1,76,1027,69,0,-0.333333333,2,0
org.junit.internal.runners.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\rules\ValidationError.java,org.junit.internal.runners.rules.ValidationError,class,54,39,0.5,10,8,15,1,2,10,5,306,219,316,8,-0.689393939,19,0
org.junit.internal.runners.statements,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\internal\runners\statements\RunBefores.java,org.junit.internal.runners.statements.RunBefores,class,24,51,0.75,18,8,20,8,1,11,0,324,17,404,0,0.15625,6,1
org.junit.matchers,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\matchers\JUnitMatchers.java,org.junit.matchers.JUnitMatchers,class,5,9,0,10,0,10,0,0,0,0,78,1,74,0,-1,0,0
org.junit.rules,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\rules\Verifier.java,org.junit.rules.Verifier,class,92,112,0.283746502,63,24,102,10,0,15,3,1677,3117,1195,17,-0.214512858,23,0
org.junit.runner,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\Runner.java,org.junit.runner.Runner,class,77,125,0.228275346,83,13,93,13,4,13,8,1034,2111,1003,1,-0.453244446,109,0
org.junit.runner.manipulation,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\manipulation\Sorter.java,org.junit.runner.manipulation.Sorter,class,33,21,-0.08095238,20,2,29,8,1,4,6,530,2100,394,4,0.002136752,39,1
org.junit.runner.notification,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runner\notification\SynchronizedRunListener.java,org.junit.runner.notification.SynchronizedRunListener,class,25,33,0.100122103,42,1,48,4,1,4,2,541,1046,438,1,-0.136904762,38,0
org.junit.runners,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\Suite.java,org.junit.runners.Suite,class,123,226,0.228095239,23,32,75,26,6,18,7,1173,1094,1231,6,-0.063107543,14,0
org.junit.runners.model,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\model\TestTimedOutException.java,org.junit.runners.model.TestTimedOutException,class,42,165,0.478954966,73,14,92,23,4,16,6,876,3105,824,7,-0.345684524,110,1
org.junit.runners.parameterized,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\runners\parameterized\TestWithParameters.java,org.junit.runners.parameterized.TestWithParameters,class,35,60,0.258928572,10,7,21,9,1,4,0,236,8,232,1,-0.622807018,9,0
org.junit.validator,F:\detectionresult\project\junit4-r4.13.1\src\main\java\org\junit\validator\TestClassValidator.java,org.junit.validator.TestClassValidator,class,32,27,0.2,7,1,16,2,0,5,5,274,2109,213,5,-0.333333333,9,0
org.quickserver.net.client,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\HttpHost.java,org.quickserver.net.client.HttpHost,class,17,162,0.252248355,142,7,143,61,1,14,22,415,8,1022,4,0.083694728,43,1
org.quickserver.net.client.loaddistribution,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\loaddistribution\LoadPattern.java,org.quickserver.net.client.loaddistribution.LoadPattern,interface,28,55,0.611111117,24,0,24,22,0,16,4,148,6,213,0,0,2,0
org.quickserver.net.client.monitoring.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\monitoring\impl\UDPMonitor.java,org.quickserver.net.client.monitoring.impl.UDPMonitor,class,27,146,0.271892553,42,0,43,49,1,21,9,271,7,588,0,-0.233908948,7,0
org.quickserver.net.client.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\client\pool\PooledBlockingClient.java,org.quickserver.net.client.pool.PooledBlockingClient,class,23,129,0.41587302,57,8,59,50,1,10,2,252,3,866,0,-0.25170068,3,0
org.quickserver.net.qsadmin,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\Data.java,org.quickserver.net.qsadmin.Data,class,30,150,0.4,13,1,14,49,0,15,2,430,4,941,0,-0.375,5,1
org.quickserver.net.qsadmin.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\qsadmin\gui\SplashScreen.java,org.quickserver.net.qsadmin.gui.SplashScreen,class,59,330,0.449880271,129,10,130,105,2,26,10,1054,17,1936,0,-0.111346386,43,0
org.quickserver.net.server,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\GhostSocketReaper.java,org.quickserver.net.server.GhostSocketReaper,class,37,61,-0.0625,34,9,105,23,2,9,17,1373,17,922,0,-0.692810458,57,0
org.quickserver.net.server.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\gui\About.java,org.quickserver.net.server.gui.About,class,4,28,0,3,0,3,0,0,1,0,74,1,140,0,0.5,2,0
org.quickserver.net.server.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\impl\SyncClientIdentifier.java,org.quickserver.net.server.impl.SyncClientIdentifier,class,90,470,0.244447591,152,22,193,356,5,32,17,1107,2065,3113,4,0.2622492,5,1
org.quickserver.security,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\security\SecureStoreManager.java,org.quickserver.security.SecureStoreManager,class,9,50,0.05357143,37,0,39,24,0,2,1,212,2,267,0,-0.25,0,0
org.quickserver.sql,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\sql\DBPoolUtil.java,org.quickserver.sql.DBPoolUtil,interface,0,0,0,4,0,4,0,0,0,0,67,1,23,0,-1,0,0
org.quickserver.swing,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\swing\SensitiveInput.java,org.quickserver.swing.SensitiveInput,class,4,63,0.25,12,5,12,5,2,5,1,115,2,199,0,-0.291666667,7,0
org.quickserver.util,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\TextFile.java,org.quickserver.util.TextFile,class,9,121,0.322954823,47,0,49,50,2,15,16,356,23,724,0,0.002354788,28,1
org.quickserver.util.io,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\io\PasswordField.java,org.quickserver.util.io.PasswordField,class,14,113,0.395604408,34,6,36,66,4,15,3,323,5,724,0,-0.203703704,6,1
org.quickserver.util.logging,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\logging\SimpleTextFormatter.java,org.quickserver.util.logging.SimpleTextFormatter,class,12,120,0.512820518,23,2,24,15,0,19,1,252,19,399,0,0.083333333,5,1
org.quickserver.util.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\QSObjectPoolMaker.java,org.quickserver.util.pool.QSObjectPoolMaker,interface,22,59,0.114065634,50,1,51,11,1,8,2,292,17,364,2,-0.425925926,9,1
org.quickserver.util.pool.thread,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\ThreadObjectFactory.java,org.quickserver.util.pool.thread.ThreadObjectFactory,class,14,51,0.679197983,33,2,35,10,6,9,4,235,11,353,0,0.178571429,7,0
org.quickserver.util.pool.thread.app,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\app\QSUncaughtExceptionHandler.java,org.quickserver.util.pool.thread.app.QSUncaughtExceptionHandler,class,4,12,1,14,0,14,2,1,1,8,71,3,87,0,0,2,0
org.quickserver.util.xmlreader,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\xmlreader\TrustStoreInfo.java,org.quickserver.util.xmlreader.TrustStoreInfo,class,105,351,0.166156673,275,1,276,208,0,35,3,1890,28,2817,7,-0.086311788,56,0
(default package),F:\detectionresult\project\1208\javacc-master\test\newToken\OldToken.java,Token,class,459,592,0.016744307,771,49,860,315,243,159,259,6006,140,9314,0,-0.176604825,61,1
org.javacc,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\JavaCCTestCase.java,org.javacc.JavaCCTestCase,class,2,5,0,4,1,5,1,1,2,5,58,1026,66,0,-0.5,8,0
org.javacc.jjdoc,F:\detectionresult\project\1208\javacc-master\src\main\java\org\javacc\jjdoc\XTextGenerator.java,org.javacc.jjdoc.XTextGenerator,class,107,154,0.024786324,107,19,139,26,17,22,4,714,25,1344,8,-2.113340766,26,0
org.javacc.jjdoc.test,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjdoc\test\JJDocMainTest.java,org.javacc.jjdoc.test.JJDocMainTest,class,2,6,0,4,0,6,0,0,0,0,29,1,44,0,-1,0,0
org.javacc.jjtree,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjtree\JJTreeOptionsTest.java,org.javacc.jjtree.JJTreeOptionsTest,class,276,440,0.096517194,184,37,294,76,40,49,23,1910,164,3173,23,-0.135871651,148,0
org.javacc.parser,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\parser\OptionsTest.java,org.javacc.parser.OptionsTest,class,496,1477,0.139347114,372,76,549,985,790,149,234,6551,3339,14515,58,-0.105299143,416,0
org.javacc.utils,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\utils\OutputFileGeneratorTest.java,org.javacc.utils.OutputFileGeneratorTest,class,9,50,0.5,13,9,13,32,7,5,0,159,3,246,0,-0.333333333,10,0
org.webmacro.parser,F:\detectionresult\project\1208\javacc-master\grammars\BackupCharStream.java,org.webmacro.parser.BackupCharStream$Buffer,innerclass,7,15,0.560606063,24,3,24,10,10,4,1,100,43,269,0,0.185185185,1,0
pl.allegro.tech.build.axion.release.domain,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\VersionSorter.java,pl.allegro.tech.build.axion.release.domain.VersionSorter,class,57,92,0.75,36,6,39,2,8,7,2,347,69,419,0,0.019047619,21,0
pl.allegro.tech.build.axion.release.domain.hooks,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\hooks\SimpleReleaseHookAction.java,pl.allegro.tech.build.axion.release.domain.hooks.SimpleReleaseHookAction,class,56,49,0.4905303,31,2,36,0,4,1,1,185,135,211,13,-0.55952381,16,0
pl.allegro.tech.build.axion.release.domain.logging,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\logging\ReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.domain.logging.ReleaseLoggerFactory,interface,11,14,0.4,68,0,76,0,0,0,1,61,13,428,2,-0.4,10,0
pl.allegro.tech.build.axion.release.domain.properties,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\properties\VersionProperties.java,pl.allegro.tech.build.axion.release.domain.properties.VersionProperties,class,11,3,1,41,0,41,1,0,0,0,97,7,192,0,0,19,0
pl.allegro.tech.build.axion.release.domain.scm,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\scm\TagsOnCommit.java,pl.allegro.tech.build.axion.release.domain.scm.TagsOnCommit,class,22,33,0.63051282,58,1,73,1,0,3,1,228,11,299,0,-0.15044955,30,1
pl.allegro.tech.build.axion.release.infrastructure.config,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\config\MonorepoPropertiesFactory.java,pl.allegro.tech.build.axion.release.infrastructure.config.MonorepoPropertiesFactory,class,3,0,NaN,1,0,1,0,0,0,0,8,1,5,0,-1,0,0
pl.allegro.tech.build.axion.release.infrastructure.git,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\git\TransportConfigFactory.java,pl.allegro.tech.build.axion.release.infrastructure.git.TransportConfigFactory,class,66,169,0.31045752,21,23,28,17,4,12,3,393,27,556,0,0.035416667,3,1
